ticker,Año,totalRevenue,netIncome,EBIT,annual,Acciones Circulacion,Date,Ultimo Precio,BPA,PER
ROVI.MC,2023,829509000.0,170335000.0,221481000.0,51.8201,51820100.0,2023-12-29 00:00:00+01:00,59.42,3.2870449883346424,18.077026694455043
ROVI.MC,2024,763749000.0,136881000.0,179678000.0,51.1249,51124900.0,2024-12-31 00:00:00+01:00,62.95,2.6773842100424647,23.511754407112747
SAB.MC,2020,5779557000.0,3010000.0,-156754999.0,5578.4038,5578403800.0,2020-12-31 00:00:00+01:00,0.29,0.0005395808743712672,537.4541867109634
SAB.MC,2021,5394914000.0,530238000.0,519709000.0,5586.2855,5586285500.0,2021-12-30 00:00:00+01:00,0.48,0.09491781256077943,5.0570065517748635
SAB.MC,2022,5387000000.0,889392000.0,1120479000.0,5593.5319,5593531900.0,2022-12-30 00:00:00+01:00,0.75,0.15900365205747732,4.716872790625506
SAB.MC,2023,4985383000.0,1332000000.0,1767971000.0,5403.0439,5403043900.0,2023-12-29 00:00:00+01:00,1.0,0.24652770265294346,4.056339264264264
SAB.MC,2024,6511000000.0,1827000000.0,,5361.3811,5361381100.0,2024-12-31 00:00:00+01:00,1.79,0.34077040335744835,5.252803595511768
SAN.MC,2020,46812000000.0,-7708000000.0,-3139000000.0,17311.0252,17311025200.0,2020-12-31 00:00:00+01:00,2.15,-0.4452653676455858,-4.8285812376751425
SAN.MC,2021,48406000000.0,8124000000.0,14115000000.0,17311.0252,17311025200.0,2021-12-30 00:00:00+01:00,2.55,0.46929629563476116,5.4336674372230425
SAN.MC,2022,54216000000.0,9605000000.0,46902000000.0,24355.617,24355617000.0,2022-12-30 00:00:00+01:00,2.53,0.39436488100465694,6.415378553878188
SAN.MC,2023,59593000000.0,11076000000.0,15846000000.0,15886.3304,15886330400.0,2023-12-29 00:00:00+01:00,3.56,0.6972031753790038,5.106115585409896
SAN.MC,2024,63489000000.0,12574000000.0,18922000000.0,16325.0,16325000000.0,2024-12-31 00:00:00+01:00,4.39,0.770229709035222,5.69959837760458
SCYR.MC,2020,4547878000.0,110887000.0,876067000.0,599.9631,599963100.0,2020-12-31 00:00:00+01:00,1.6,0.1848230332832136,8.656929667138618
SCYR.MC,2021,4675366000.0,-101598000.0,257709000.0,624.4456,624445600.0,2021-12-30 00:00:00+01:00,1.89,-0.1627011224036169,-11.616391897478296
SCYR.MC,2022,5851724000.0,110516000.0,1029792000.0,679.261,679261000.0,2022-12-30 00:00:00+01:00,2.25,0.16270034640587344,13.829103930652575
SCYR.MC,2023,4609428000.0,153222000.0,1273391000.0,679.261,679261000.0,2023-12-29 00:00:00+01:00,2.92,0.2255716138568238,12.944891203613057
SCYR.MC,2024,4571004000.0,113373000.0,1169069000.0,774.2459,774245900.0,2024-12-31 00:00:00+01:00,3.1,0.14643022326627755,21.17049288631332
SLR.MC,2020,53266000.0,30414000.0,33562000.0,124.9509,124950900.0,2020-12-31 00:00:00+01:00,23.64,0.2434076105094081,97.1210388636812
SLR.MC,2021,95070000.0,48035000.0,73291000.0,124.9509,124950900.0,2021-12-30 00:00:00+01:00,17.12,0.38443100449856704,44.53334876652441
